Gen	lnL	lnP	TL	Insertion	Deletion	R[0-0]	R[0-1]	R[0-2]	R[0-3]	R[0-4]	R[1-1]	R[1-2]	R[1-3]	R[1-4]	R[2-2]	R[2-3]	R[2-4]	R[3-3]	R[3-4]	R[4-4]	F[0]	F[1]	F[2]	F[3]	F[4]	F[5]	F[6]	F[7]	F[8]	F[9]	F[10]	F[11]	F[12]	F[13]	F[14]	F[15]	F[16]	F[17]	F[18]	F[19]	F[20]	F[21]	F[22]	F[23]	F[24]	F[25]	F[26]	F[27]	F[28]	F[29]	F[30]	F[31]	F[32]	F[33]	F[34]	F[35]	F[36]	F[37]	F[38]	F[39]	F[40]	F[41]	F[42]	F[43]	F[44]	F[45]	F[46]	F[47]	F[48]	F[49]	F[50]	F[51]	F[52]	F[53]	F[54]	F[55]	F[56]	F[57]	F[58]	F[59]	F[60]	F[61]	F[62]	F[63]	F[64]	F[65]	F[66]	F[67]	F[68]	F[69]	F[70]	F[71]	F[72]	F[73]	F[74]	F[75]	F[76]	F[77]	F[78]	F[79]	F[80]	F[81]	F[82]	
1	-7627.461974	288.381575	19.911309	0.000313	0.000378	0.186952	0.074667	0.017412	0.059524	0.004048	0.086764	0.005401	0.062215	0.121280	0.090477	0.049401	0.035606	0.072096	0.093397	0.040761	0.002612	0.003379	0.002037	0.008894	0.001741	0.001992	0.022073	0.012848	0.001640	0.003528	0.000899	0.005017	0.007857	0.034566	0.025579	0.000885	0.014065	0.010663	0.014645	0.066999	0.011426	0.001970	0.040047	0.005983	0.005248	0.001757	0.036114	0.007473	0.000971	0.028207	0.012060	0.006352	0.015933	0.007620	0.025226	0.008863	0.003526	0.005788	0.004429	0.027302	0.062727	0.007514	0.009891	0.013605	0.009998	0.010512	0.014780	0.008941	0.011133	0.021878	0.001479	0.000464	0.007742	0.006099	0.002431	0.019165	0.007685	0.000100	0.003244	0.013500	0.005693	0.029057	0.033045	0.000990	0.000702	0.002815	0.000116	0.001879	0.013487	0.011155	0.002706	0.005790	0.000362	0.006862	0.006158	0.040586	0.010263	0.010312	0.001729	0.033714	0.021316	0.002700	0.027463	
100	-7489.326778	293.167994	15.400845	0.000313	0.000378	0.185870	0.072006	0.015928	0.063510	0.003578	0.084347	0.002905	0.065030	0.139659	0.094280	0.045774	0.034399	0.068360	0.072791	0.051562	0.002657	0.003436	0.002071	0.009045	0.001770	0.002025	0.022448	0.013066	0.001668	0.003588	0.000914	0.005103	0.007990	0.035153	0.026013	0.000900	0.014304	0.010845	0.014894	0.068136	0.011620	0.002003	0.040727	0.009771	0.005337	0.001787	0.036727	0.007600	0.000987	0.009386	0.012265	0.006460	0.016204	0.007749	0.025654	0.009014	0.003586	0.005886	0.004504	0.029438	0.063792	0.007641	0.010059	0.013836	0.010168	0.010690	0.015031	0.009093	0.011322	0.022250	0.001504	0.000472	0.007874	0.006202	0.002472	0.019491	0.007816	0.000102	0.003299	0.013729	0.005789	0.029551	0.033606	0.001007	0.000714	0.002863	0.000118	0.001911	0.013716	0.011344	0.002752	0.005889	0.000368	0.006978	0.006263	0.041275	0.007398	0.010487	0.001759	0.034286	0.021678	0.002746	0.027930	
200	-6793.953854	296.987397	12.431080	0.000556	0.000671	0.198493	0.098290	0.004727	0.070682	0.003894	0.104568	0.009079	0.050946	0.103256	0.099840	0.043873	0.018919	0.061290	0.070935	0.061208	0.002657	0.003436	0.002071	0.009045	0.001770	0.002025	0.022448	0.013066	0.001668	0.003588	0.000914	0.005103	0.007990	0.035153	0.026013	0.000900	0.014304	0.010845	0.014894	0.068136	0.011620	0.002003	0.040727	0.009771	0.005337	0.001787	0.036727	0.007600	0.000987	0.009386	0.012265	0.006460	0.016204	0.007749	0.025654	0.009014	0.003586	0.005886	0.004504	0.029438	0.063792	0.007641	0.010059	0.013836	0.010168	0.010690	0.015031	0.009093	0.011322	0.022250	0.001504	0.000472	0.007874	0.006202	0.002472	0.019491	0.007816	0.000102	0.003299	0.013729	0.005789	0.029551	0.033606	0.001007	0.000714	0.002863	0.000118	0.001911	0.013716	0.011344	0.002752	0.005889	0.000368	0.006978	0.006263	0.041275	0.007398	0.010487	0.001759	0.034286	0.021678	0.002746	0.027930	
300	-6516.250027	304.597544	8.049747	0.000556	0.000671	0.188501	0.108290	0.006957	0.064203	0.002930	0.133210	0.002442	0.045004	0.069499	0.107754	0.024289	0.014630	0.051069	0.074597	0.106625	0.002684	0.003471	0.002092	0.009136	0.001788	0.002046	0.022675	0.013198	0.001685	0.003624	0.000924	0.005154	0.008071	0.035508	0.026276	0.000909	0.014448	0.010954	0.015044	0.068824	0.011738	0.002024	0.041138	0.009869	0.005391	0.001805	0.037098	0.007676	0.000997	0.009481	0.012389	0.006525	0.016367	0.007827	0.025913	0.009800	0.003622	0.005945	0.004549	0.029736	0.064436	0.007718	0.005503	0.013976	0.010271	0.010798	0.015183	0.003055	0.011436	0.022474	0.001520	0.000476	0.007953	0.006265	0.002497	0.019687	0.007895	0.000103	0.003332	0.013868	0.005848	0.029849	0.033945	0.001017	0.000721	0.002892	0.000119	0.001930	0.013855	0.011459	0.002780	0.005948	0.000372	0.007049	0.006326	0.041691	0.007472	0.010593	0.001776	0.034632	0.021897	0.002773	0.028211	
400	-6252.016562	311.913482	5.216916	0.000777	0.000937	0.193651	0.120671	0.001127	0.055155	0.000816	0.150408	0.003201	0.047461	0.054507	0.113769	0.017390	0.010328	0.048256	0.077390	0.105870	0.002637	0.003411	0.002056	0.008979	0.001757	0.002011	0.022284	0.021071	0.001656	0.003561	0.000908	0.005065	0.007932	0.034896	0.025823	0.000893	0.014199	0.010765	0.014785	0.067638	0.011535	0.001989	0.040429	0.009699	0.005298	0.001774	0.036458	0.007544	0.000980	0.009317	0.012175	0.006413	0.016085	0.007692	0.025467	0.009631	0.003559	0.005843	0.004471	0.029223	0.063326	0.007585	0.005408	0.013735	0.010094	0.010612	0.014921	0.003002	0.008989	0.022087	0.001493	0.000468	0.007816	0.006157	0.002454	0.019348	0.007759	0.000101	0.003275	0.013629	0.017549	0.029334	0.033360	0.001000	0.000709	0.002842	0.000117	0.001897	0.013616	0.011262	0.002732	0.005846	0.000365	0.005460	0.006721	0.040973	0.007886	0.010410	0.001746	0.034036	0.021520	0.002726	0.027725	
500	-6095.411375	313.569973	4.725542	0.000777	0.000937	0.200549	0.122915	0.000010	0.054421	0.000454	0.151988	0.003283	0.051051	0.049228	0.114718	0.016227	0.009562	0.050433	0.068150	0.107011	0.002692	0.003481	0.002099	0.009164	0.001794	0.002052	0.022745	0.021507	0.001690	0.003635	0.000927	0.005170	0.008096	0.035617	0.026357	0.000912	0.014493	0.001588	0.015091	0.069036	0.011774	0.002030	0.041265	0.009900	0.005407	0.001811	0.037212	0.007700	0.001000	0.009510	0.012427	0.006545	0.016418	0.007851	0.025993	0.009830	0.003633	0.005964	0.004563	0.029827	0.051908	0.007742	0.005520	0.014019	0.010303	0.010832	0.015229	0.003064	0.009175	0.022544	0.001524	0.000478	0.007978	0.006284	0.031428	0.019748	0.007919	0.000103	0.003343	0.013910	0.017912	0.027298	0.034050	0.001020	0.000724	0.002900	0.000119	0.001936	0.013898	0.011494	0.002788	0.005967	0.000373	0.005573	0.006860	0.016432	0.008050	0.010625	0.001782	0.034739	0.021964	0.003341	0.028298	
600	-5834.579156	311.002972	5.476081	0.001212	0.001461	0.192703	0.113306	0.000010	0.064529	0.001890	0.158510	0.005140	0.049645	0.047169	0.102369	0.021549	0.006632	0.050244	0.068694	0.117611	0.002710	0.003505	0.001880	0.009227	0.001806	0.002066	0.022900	0.021654	0.001701	0.003660	0.000933	0.005205	0.008151	0.035860	0.026536	0.000918	0.014592	0.001599	0.015194	0.069507	0.011854	0.002044	0.041546	0.009967	0.005444	0.001823	0.037466	0.007752	0.001007	0.009575	0.005920	0.006590	0.016530	0.007905	0.026170	0.009897	0.003658	0.006004	0.004594	0.030031	0.052262	0.007795	0.005558	0.014115	0.010373	0.010905	0.015333	0.003085	0.009238	0.022698	0.001535	0.000481	0.008032	0.006327	0.031642	0.019883	0.007973	0.000104	0.003365	0.014005	0.018034	0.027485	0.034282	0.001027	0.000729	0.002920	0.000120	0.001949	0.013992	0.011573	0.002807	0.006007	0.000375	0.005611	0.006907	0.016545	0.008104	0.010698	0.001794	0.034976	0.022114	0.003364	0.028492	
700	-5674.466607	310.182533	5.749451	0.001189	0.001485	0.207309	0.120604	0.000010	0.073118	0.002975	0.166191	0.010814	0.045176	0.017517	0.107254	0.016468	0.006974	0.049404	0.063118	0.113067	0.002734	0.003536	0.001897	0.009307	0.010101	0.002084	0.023099	0.021842	0.001716	0.003692	0.000941	0.005251	0.008222	0.036172	0.026767	0.000926	0.014719	0.001612	0.015326	0.070112	0.011957	0.002061	0.041908	0.010054	0.005492	0.001839	0.037792	0.007820	0.001016	0.009658	0.005972	0.002035	0.016674	0.007974	0.026398	0.009983	0.003690	0.006057	0.004634	0.027682	0.052717	0.007863	0.005606	0.014237	0.010463	0.011000	0.015467	0.003112	0.009318	0.022895	0.001548	0.000485	0.008102	0.006382	0.031918	0.020056	0.008043	0.000105	0.003395	0.014127	0.018191	0.027724	0.034580	0.001036	0.000735	0.002946	0.000121	0.001966	0.014114	0.001913	0.002832	0.006060	0.000379	0.005659	0.006967	0.016689	0.008175	0.010791	0.001810	0.035281	0.022307	0.003393	0.028740	
800	-5404.342808	309.493890	5.898492	0.002331	0.002911	0.251578	0.107287	0.001038	0.038648	0.000079	0.191140	0.006707	0.054894	0.012700	0.080041	0.007967	0.001829	0.057318	0.070079	0.118696	0.002772	0.003585	0.001923	0.009437	0.010242	0.002113	0.023422	0.022147	0.001740	0.003743	0.000954	0.005324	0.008337	0.036678	0.027142	0.000939	0.014924	0.001635	0.015540	0.071092	0.012125	0.002090	0.042493	0.010195	0.005568	0.001865	0.032838	0.007929	0.001030	0.009793	0.006055	0.002064	0.016907	0.008085	0.026767	0.010123	0.003583	0.006141	0.004699	0.028069	0.053454	0.007973	0.005685	0.014436	0.010609	0.011154	0.015683	0.003156	0.009448	0.023215	0.001570	0.000492	0.008215	0.006471	0.032364	0.020336	0.008155	0.000106	0.001618	0.014325	0.018445	0.028111	0.035064	0.001051	0.000745	0.002987	0.000123	0.001994	0.014311	0.001940	0.002871	0.006144	0.000384	0.005739	0.007064	0.016922	0.001778	0.010942	0.001835	0.035774	0.022619	0.003440	0.029141	
900	-5283.019230	310.088261	5.594298	0.003658	0.004568	0.233942	0.114710	0.001053	0.041151	0.000252	0.192781	0.005075	0.054082	0.012502	0.083096	0.007967	0.002216	0.062807	0.065712	0.122655	0.002850	0.003686	0.001978	0.009704	0.010532	0.002173	0.024084	0.022773	0.001789	0.003849	0.000981	0.005474	0.008573	0.037714	0.014895	0.000966	0.015346	0.001681	0.015979	0.073101	0.012467	0.002149	0.043694	0.010483	0.009368	0.001917	0.033765	0.008153	0.001059	0.010070	0.006226	0.002122	0.017384	0.008314	0.027523	0.010409	0.003684	0.006315	0.004832	0.028862	0.054964	0.008198	0.005845	0.014844	0.010909	0.011469	0.016126	0.003245	0.009715	0.023871	0.001614	0.000506	0.008447	0.006654	0.033278	0.020911	0.008385	0.000109	0.001663	0.014729	0.018966	0.028906	0.017174	0.001081	0.000766	0.003071	0.000126	0.002050	0.014716	0.001995	0.002952	0.006318	0.000395	0.005901	0.007264	0.017400	0.001829	0.011251	0.001887	0.036784	0.023258	0.003538	0.029964	
1000	-5258.303986	308.808554	6.035126	0.003658	0.004568	0.235429	0.119417	0.000619	0.039621	0.000384	0.190720	0.007056	0.053829	0.010110	0.090182	0.006965	0.001021	0.064761	0.063153	0.116733	0.002821	0.003648	0.001957	0.009603	0.010422	0.002150	0.023833	0.022536	0.001771	0.003809	0.000971	0.005417	0.009558	0.037321	0.014740	0.000955	0.015186	0.001664	0.006694	0.072339	0.012337	0.002127	0.043239	0.010373	0.009270	0.001897	0.033413	0.008068	0.001048	0.009965	0.006161	0.002100	0.017203	0.032388	0.027237	0.010300	0.003645	0.006249	0.004782	0.028561	0.054391	0.008112	0.005784	0.014690	0.010795	0.011350	0.015958	0.003211	0.003918	0.023622	0.001597	0.000501	0.008359	0.006585	0.032931	0.020693	0.008298	0.000108	0.001646	0.014576	0.018769	0.028604	0.016995	0.001069	0.000758	0.003039	0.000125	0.002029	0.014562	0.001974	0.002922	0.006252	0.000391	0.005839	0.007188	0.017219	0.001810	0.011134	0.001867	0.036401	0.023015	0.003501	0.029652	
1100	-5214.258317	307.502603	6.518763	0.003675	0.004551	0.258272	0.118439	0.000218	0.035521	0.000733	0.192683	0.005591	0.046458	0.005904	0.092556	0.005612	0.000899	0.069649	0.060404	0.107061	0.002839	0.003671	0.001969	0.009664	0.010488	0.002164	0.023984	0.022679	0.001782	0.003833	0.000977	0.005452	0.009619	0.037558	0.014833	0.000962	0.015282	0.001674	0.006736	0.072798	0.012415	0.002140	0.043513	0.010439	0.009329	0.001909	0.033626	0.008120	0.001055	0.010028	0.006200	0.002113	0.017313	0.032594	0.027410	0.010366	0.003669	0.006289	0.004812	0.028742	0.054737	0.008164	0.005821	0.014783	0.010864	0.011422	0.016059	0.006067	0.003943	0.023772	0.001607	0.000504	0.008412	0.006627	0.033141	0.020824	0.008351	0.000109	0.001656	0.014668	0.009729	0.028786	0.017103	0.001076	0.000763	0.003059	0.000100	0.002041	0.014655	0.001987	0.002940	0.006292	0.000393	0.005876	0.007234	0.017328	0.001821	0.011204	0.001879	0.036632	0.023161	0.003523	0.029840	
1200	-5206.326302	307.512459	6.514979	0.003543	0.004683	0.279795	0.109858	0.000289	0.035180	0.000738	0.180546	0.004478	0.034009	0.007733	0.099655	0.005939	0.001606	0.080045	0.053016	0.107112	0.002833	0.003664	0.001966	0.009646	0.010469	0.002160	0.023940	0.022637	0.001779	0.003826	0.000975	0.005442	0.009601	0.037488	0.014806	0.000960	0.015254	0.001671	0.006723	0.072663	0.012392	0.002136	0.043432	0.010420	0.009312	0.011250	0.033563	0.008104	0.001053	0.010010	0.006189	0.002109	0.017280	0.032533	0.027358	0.010346	0.003662	0.006277	0.004803	0.028689	0.054635	0.000666	0.005810	0.014755	0.010844	0.011400	0.016029	0.006056	0.003935	0.023728	0.001604	0.000503	0.008397	0.006614	0.033079	0.020785	0.008335	0.000108	0.001653	0.014641	0.009711	0.028732	0.017071	0.001074	0.000762	0.003053	0.000100	0.002038	0.014628	0.001983	0.002935	0.006280	0.000392	0.005865	0.007220	0.017296	0.001818	0.011184	0.001875	0.036564	0.023118	0.003516	0.029785	
1300	-5015.007553	309.554597	5.774285	0.003543	0.004683	0.282215	0.105622	0.001807	0.027747	0.000527	0.193391	0.002069	0.042481	0.003633	0.097202	0.004225	0.002758	0.069573	0.063919	0.102831	0.002810	0.003634	0.001949	0.009566	0.012314	0.002142	0.023741	0.022449	0.001764	0.003794	0.000967	0.005396	0.009521	0.037177	0.014683	0.000952	0.015127	0.001657	0.006668	0.072059	0.012289	0.002119	0.043071	0.010333	0.009234	0.011156	0.033284	0.008037	0.001044	0.009926	0.006137	0.002092	0.017137	0.032263	0.027131	0.010260	0.003631	0.006225	0.004763	0.028451	0.054181	0.000661	0.005762	0.014633	0.010754	0.011306	0.015896	0.006006	0.003903	0.023531	0.001591	0.000499	0.010674	0.006559	0.032804	0.020613	0.008266	0.000108	0.001640	0.014520	0.009630	0.028494	0.016929	0.001065	0.000755	0.003027	0.000099	0.002021	0.014506	0.001967	0.002910	0.006228	0.000389	0.005817	0.007160	0.017152	0.005830	0.011091	0.001860	0.036260	0.022926	0.003487	0.029538	
1400	-4937.597761	311.245484	5.222155	0.003629	0.004597	0.271018	0.102650	0.000614	0.025864	0.000159	0.210477	0.002561	0.040513	0.004851	0.105566	0.002471	0.002098	0.065777	0.060555	0.104826	0.002817	0.003644	0.001955	0.009592	0.012347	0.002148	0.023806	0.022510	0.001769	0.012917	0.000970	0.005411	0.009547	0.037278	0.014723	0.000954	0.015169	0.001662	0.006686	0.055858	0.012323	0.024915	0.043189	0.010361	0.009260	0.011187	0.033375	0.008059	0.001047	0.009954	0.006154	0.002098	0.017184	0.032351	0.027205	0.010288	0.003641	0.006242	0.004776	0.028528	0.054329	0.000662	0.005778	0.014673	0.009374	0.011337	0.015940	0.006022	0.003913	0.023595	0.001595	0.000500	0.010703	0.006577	0.032894	0.020669	0.008289	0.000108	0.001644	0.014559	0.009657	0.014169	0.016975	0.001068	0.000757	0.003036	0.000099	0.002026	0.014546	0.001972	0.002918	0.006245	0.000390	0.005833	0.007180	0.017199	0.003417	0.011121	0.001865	0.036359	0.022989	0.003497	0.029618	
1500	-4941.325375	311.464492	5.154433	0.003629	0.004597	0.279398	0.094079	0.001650	0.035462	0.000167	0.221354	0.006324	0.036727	0.005531	0.085689	0.005998	0.000508	0.068001	0.057307	0.101806	0.002806	0.003629	0.001947	0.009554	0.012299	0.002139	0.023712	0.022422	0.001762	0.012867	0.000966	0.005390	0.009510	0.037132	0.021607	0.000951	0.015109	0.001655	0.006660	0.055639	0.012275	0.024818	0.043020	0.010321	0.009223	0.011143	0.033244	0.008028	0.001043	0.009915	0.006130	0.002089	0.007840	0.032225	0.027099	0.010248	0.003627	0.006217	0.011008	0.028417	0.054116	0.000660	0.005755	0.014615	0.009337	0.011292	0.015877	0.005999	0.003898	0.023503	0.001589	0.000498	0.010661	0.006552	0.032765	0.020588	0.008256	0.000107	0.001638	0.014502	0.009619	0.014114	0.016909	0.001064	0.000754	0.003024	0.000099	0.002018	0.014489	0.001964	0.002907	0.006220	0.000389	0.005810	0.007152	0.017132	0.003404	0.011077	0.001858	0.036217	0.022899	0.003483	0.029502	
1600	-4855.523005	310.496280	5.420053	0.004178	0.005292	0.294668	0.080786	0.001487	0.025823	0.000032	0.238420	0.006100	0.032786	0.004540	0.086728	0.002893	0.002209	0.071995	0.049215	0.102315	0.002824	0.003652	0.001959	0.009613	0.012374	0.002153	0.023857	0.022559	0.001772	0.012945	0.000972	0.005423	0.009568	0.037359	0.021739	0.000956	0.015202	0.001665	0.006700	0.055980	0.012350	0.024970	0.043283	0.010384	0.009280	0.011211	0.033448	0.008077	0.001049	0.009975	0.006168	0.002102	0.004193	0.032422	0.027265	0.010311	0.003649	0.006255	0.011075	0.028591	0.054447	0.000664	0.005790	0.014705	0.009395	0.011361	0.015974	0.006035	0.003922	0.023646	0.001599	0.000501	0.010727	0.006592	0.032965	0.020714	0.008307	0.000108	0.001648	0.014591	0.009678	0.014200	0.017012	0.001070	0.000759	0.003042	0.000099	0.002031	0.014577	0.001976	0.002925	0.006258	0.000391	0.005845	0.007195	0.017236	0.003425	0.011145	0.001869	0.036439	0.020619	0.003504	0.029683	
1700	-4799.943239	310.737491	5.274706	0.005129	0.006496	0.287402	0.086357	0.001111	0.024618	0.000104	0.228850	0.002293	0.025315	0.005410	0.081514	0.003607	0.001872	0.075770	0.068201	0.107576	0.002824	0.003652	0.001959	0.009613	0.012374	0.002153	0.023857	0.022559	0.001772	0.012945	0.000972	0.005423	0.009568	0.037359	0.021739	0.000956	0.015202	0.001665	0.006700	0.055980	0.012350	0.024970	0.043283	0.010384	0.009280	0.011211	0.033448	0.008077	0.001049	0.009975	0.006168	0.002102	0.004193	0.032422	0.027265	0.010311	0.003649	0.006255	0.011075	0.028591	0.054447	0.000664	0.005790	0.014705	0.009395	0.011361	0.015974	0.006035	0.003922	0.023646	0.001599	0.000501	0.010727	0.006592	0.032965	0.020714	0.008307	0.000108	0.001648	0.014591	0.009678	0.014200	0.017012	0.001070	0.000759	0.003042	0.000100	0.002031	0.014577	0.001976	0.002925	0.006258	0.000391	0.005845	0.007195	0.017236	0.003425	0.011145	0.001869	0.036439	0.020619	0.003504	0.029683	
